Venus,Alexandria,,,,,,,,,,,
Almagest,ut,year,month,day,hour,long P,lat P,Long S,azm P,alt  P,azm S,alt S
MF,1455824.754,-727,10,31,6.09543,207.37538,-0.90738,212.98451,283.5542,0,281.64295,-5.35171
ML,1456091.694,-726,7,25,4.64427,110.39581,0.88907,115.54331,242.62509,0,241.20588,-5.02753
EF,1456139.279,-726,9,10,18.69112,169.64309,0.76328,161.90185,95.69656,0,101.60761,-5.06521
EL,1456399.309,-725,5,28,19.4257,68.02447,-0.86442,60.76777,114.98458,0,118.78372,-6.24714
MF,1456410.69,-725,6,9,4.56095,61.20179,-2.93395,71.5369,248.9522,0,239.57957,-5.266
ML,1456664.756,-724,2,18,6.14244,315.11949,-1.04351,324.54823,290.6787,0,282.72956,-5.19276
EF,1456722.281,-724,4,15,18.73554,25.79983,-0.03565,20.58827,101.83899,0,102.78706,-5.12496
EL,1456991.228,-723,1,9,17.47806,288.90707,5.45423,285.52151,69.89595,0,66.37728,-5.36947
MF,1456994.771,-723,1,13,6.50241,286.86113,5.77613,289.12524,290.03901,0,293.02444,-5.43935
ML,1457257.736,-723,10,3,5.67496,179.55021,0.99496,184.57926,268.72322,0,269.06346,-5.115
EF,1457308.233,-723,11,22,17.59785,243.61588,-0.37855,236.04513,64.48715,0,70.12416,-5.07602
EL,1457559.307,-722,7,31,19.35615,137.25718,-5.5612,121.91547,102.46393,0,117.71718,-5.80434
MF,1457574.702,-722,8,16,4.85206,128.92282,-6.28035,136.81697,255.59765,0,247.29306,-5.72487
ML,1457832.71,-721,5,1,5.03469,25.32938,-0.51552,34.60658,258.88994,0,251.11164,-5.09784
EF,1457887.312,-721,6,24,19.49122,91.847,1.00658,86.34908,119.4318,0,121.82778,-5.05088
EL,1458157.264,-720,3,20,18.3351,0.18823,5.18208,355.51624,95.63209,0,91.09398,-5.29964
MF,1458161.733,-720,3,25,5.59673,357.46843,4.65461,359.85304,266.2178,0,266.91917,-5.18157
ML,1458426.774,-720,12,15,6.58105,253.74584,-0.16245,259.48781,297.19667,0,294.42022,-5.03067
EF,1458474.235,-719,1,31,17.64193,313.44245,-1.05415,307.80437,68.71626,0,71.29018,-5.12719
EL,1458732.254,-719,10,16,18.1033,211.24355,-3.2762,198.24948,72.18112,0,84.57826,-5.11023
MF,1458744.75,-719,10,29,6.00619,204.57152,-1.09817,210.96573,282.53956,0,280.3594,-6.11161
ML,1459010.692,-718,7,22,4.60435,107.32189,0.85689,112.6897,242.13346,0,240.46345,-5.17341
EF,1459058.281,-718,9,7,18.73458,166.5068,0.80292,158.9625,97.19932,0,102.91183,-5.00076
EL,1459319.308,-717,5,26,19.39275,65.86776,-0.66888,58.89891,114.77613,0,118.18082,-6.12064
MF,1459330.69,-717,6,7,4.55691,59.04519,-2.75526,69.66925,249.28708,0,239.76381,-5.47347
ML,1459584.757,-716,2,16,6.16947,313.26221,-1.03199,322.58743,291.32125,0,283.49792,-5.19411
EF,1459642.28,-716,4,13,18.71,23.98246,-0.07339,18.69712,101.00246,0,101.96752,-5.19724
EL,1459910.231,-715,1,6,17.53337,286.82637,5.24203,282.49443,69.32475,0,66.50016,-6.18425
MF,1459914.77,-715,1,11,6.48155,284.21548,5.69011,287.11782,290.49623,0,293.1062,-5.82965
ML,1460177.735,-715,10,1,5.64937,177.65496,1.00538,182.59427,267.8158,0,268.17588,-5.0275
EF,1460228.234,-715,11,20,17.62275,241.71028,-0.34821,234.01812,64.98053,0,70.73761,-5.12193
EL,1460479.307,-714,7,29,19.36858,134.88939,-5.49732,120.0159,103.35928,0,118.16049,-5.69276
MF,1460494.7,-714,8,14,4.79311,126.48765,-6.28098,134.89649,254.8744,0,246.325,-6.08761
ML,1460752.711,-713,4,29,5.07159,23.51716,-0.54455,32.72956,259.71566,0,251.95406,-5.00733
EF,1460807.312,-713,6,22,19.49345,90.02325,0.99413,84.47751,119.43279,0,121.79452,-5.1164
EL,1461076.266,-712,3,17,18.38449,358.51584,5.37997,352.626,95.05294,0,90.47641,-6.53288
MF,1461081.734,-712,3,23,5.60447,355.20646,4.78262,357.94003,267.14646,0,267.64332,-5.48474
ML,1461345.773,-712,12,12,6.55099,250.57522,-0.09083,256.43161,296.59587,0,293.96195,-5.23329
EF,1461394.234,-711,1,29,17.62733,311.57594,-1.05674,305.81904,68.07191,0,70.74307,-5.20955
EL,1461651.257,-711,10,13,18.15718,208.93008,-3.58138,195.23835,72.8348,0,86.00601,-5.20021
MF,1461663.751,-711,10,26,6.02526,202.30281,-1.48092,207.93374,281.94966,0,279.56355,-5.3119
ML,1461930.691,-710,7,20,4.59512,105.48365,0.83985,110.79885,241.876,0,240.14002,-5.09402
EF,1461978.282,-710,9,5,18.77198,164.62761,0.82254,157.01554,98.08871,0,103.83547,-5.06728
